# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "genes.gtf" "-p" "--countReadPairs" "-o" "feature-count/counts.txt" "-T" "2" "-t" "exon" "-g" "gene_id" "bam-files/read_output.bam" "bam-files/read_output2.bam" "bam-files/read_output3.bam" 
Geneid	Chr	Start	End	Strand	Length	bam-files/read_output.bam	bam-files/read_output2.bam	bam-files/read_output3.bam
YER071C	chrV	301945	302325	-	381	0	0	0
YER072W	chrV	302804	303193	+	390	0	0	0
YER073W	chrV	304027	305589	+	1563	0	0	0
YER074W	chrV;chrV	306319;306788	306321;307192	+;+	408	0	0	0
YER074W-A	chrV;chrV;chrV	307649;307845;308064	307742;307952;308119	+;+;+	258	0	0	0
YER075C	chrV	308409	311195	-	2787	0	0	0
tA(UGC)E	chrV	312019	312091	-	73	0	0	0
YER076C	chrV	312586	313494	-	909	0	0	0
YER076W-A	chrV	313386	313733	+	348	0	0	0
YER077C	chrV	314530	316596	-	2067	0	0	0
YER078C	chrV	316803	318338	-	1536	0	0	0
YER078W-A	chrV	318642	318806	+	165	0	0	0
YER079W	chrV	318916	319548	+	633	0	0	0
YER079C-A	chrV	319898	320236	-	339	0	0	0
YER080W	chrV	319959	321842	+	1884	0	0	0
SRG1	chrV	322208	322758	+	551	0	0	0
YER081W	chrV	322682	324091	+	1410	0	0	0
YER082C	chrV	324268	325932	-	1665	0	0	0
YER083C	chrV	326170	327027	-	858	0	0	0
YER084W	chrV	327061	327447	+	387	0	0	0
YER084W-A	chrV	327594	328106	+	513	0	0	0
YER085C	chrV	327615	328136	-	522	0	0	0
YER086W	chrV	328473	330203	+	1731	0	0	0
YER087W	chrV	330572	332302	+	1731	0	0	0
YER087C-A	chrV	331813	332364	-	552	0	0	0
YER087C-B	chrV	332578	332826	-	249	0	0	0
YER088C	chrV	333172	335184	-	2013	0	0	0
YER088C-A	chrV	335692	336015	-	324	0	0	0
YER088W-B	chrV	335923	336069	+	147	0	0	0
YER089C	chrV	335942	337336	-	1395	0	0	0
YER090W	chrV	337945	339468	+	1524	0	0	0
YER090C-A	chrV	338318	338407	-	90	0	0	0
YER091C	chrV	339860	342163	-	2304	0	0	0
YER091C-A	chrV	342386	342607	-	222	0	0	0
YER092W	chrV	342851	343228	+	378	0	0	0
YER093C	chrV	343316	347608	-	4293	0	0	0
YER093C-A	chrV;chrV	347908;348273	348197;348396	-;-	414	0	0	0
YER094C	chrV	348725	349342	-	618	0	0	0
YER095W	chrV	349976	351178	+	1203	0	0	0
YER096W	chrV	351694	353232	+	1539	0	0	0
tE(UUC)E2	chrV	354930	355001	+	72	0	0	0
YER097W	chrV	355136	355465	+	330	0	0	0
YER098W	chrV	355462	357726	+	2265	0	0	0
YER099C	chrV	358101	359057	-	957	0	0	0
YER100W	chrV	359558	360310	+	753	0	0	0
YER101C	chrV	360498	361790	-	1293	0	0	0
YER102W	chrV	363096	363698	+	603	0	0	0
YER103W	chrV	364585	366513	+	1929	0	0	0
YER104W	chrV	366798	367424	+	627	0	0	0
YER105C	chrV	367834	372009	-	4176	0	0	0
YER106W	chrV	372322	373230	+	909	0	0	0
YER107C	chrV	373444	374541	-	1098	0	0	0
YER107W-A	chrV	374390	374710	+	321	0	0	0
YER109C	chrV	375211	377610	-	2400	0	0	0
YER110C	chrV	378758	382099	-	3342	0	0	0
YER111C	chrV	382591	385872	-	3282	0	0	0
YER112W	chrV	387228	387791	+	564	0	0	0
YER113C	chrV	387928	390048	-	2121	0	0	0
YER114C	chrV	390586	393708	-	3123	0	0	0
YER115C	chrV	394288	394863	-	576	0	0	0
YER116C	chrV	395344	396168	-	825	0	0	0
YER117W	chrV;chrV	396765;397278	396806;397649	+;+	414	0	0	0
YER118C	chrV	397948	399051	-	1104	0	0	0
YER119C	chrV	399492	400838	-	1347	0	0	0
YER119C-A	chrV	400863	401234	-	372	0	0	0
YER120W	chrV	401131	401865	+	735	0	0	0
YER121W	chrV	402371	402715	+	345	0	0	0
YER122C	chrV	402867	404348	-	1482	0	0	0
YER123W	chrV	404809	406383	+	1575	0	0	0
YER124C	chrV	407338	409059	-	1722	0	0	0
YER125W	chrV	410185	412614	+	2430	0	0	0
YER126C	chrV	413390	414175	-	786	0	0	0
YER127W	chrV	414477	415550	+	1074	0	0	0
YER128W	chrV	415855	416466	+	612	0	0	0
YER129W	chrV	417277	420705	+	3429	0	0	0
YER130C	chrV	421111	422442	-	1332	0	0	0
YER131W	chrV	423948	424307	+	360	0	0	0
snR4	chrV	424694	424879	+	186	0	0	0
YER132C	chrV	425184	430445	-	5262	0	0	0
snR52	chrV	431125	431216	-	92	0	0	0
YER133W	chrV;chrV	432491;433193	432667;433954	+;+	939	0	0	0
tH(GUG)E2	chrV	434537	434608	-	72	0	0	0
tK(CUU)E2	chrV	435748	435820	-	73	0	0	0
YER133W-A	chrV	437187	437528	+	342	0	0	0
YER134C	chrV	437263	437799	-	537	0	0	0
YER135C	chrV	437948	438340	-	393	0	0	0
tV(AAC)E1	chrV	438696	438769	+	74	0	0	0
YER136W	chrV	439612	440967	+	1356	0	0	0
YER137C	chrV	441369	441815	-	447	0	0	0
YER137W-A	chrV	441571	441876	+	306	0	0	0
SCR1	chrV	441983	442504	+	522	0	0	0
tI(AAU)E1	chrV	443198	443271	-	74	0	0	0
YER138C	chrV;chrV	443752;447719	447717;449020	-;-	5268	0	0	0
YER137C-A	chrV	447698	449020	-	1323	0	0	0
YER138W-A	chrV	449470	449574	+	105	0	0	0
YER139C	chrV	450558	451238	-	681	0	0	0
YER140W	chrV	451560	453230	+	1671	0	0	0
YER141W	chrV	453454	454914	+	1461	0	0	0
YER142C	chrV	455141	456031	-	891	0	0	0
YER143W	chrV	456314	457600	+	1287	0	0	0
YER144C	chrV	457801	460218	-	2418	0	0	0
YER145C	chrV	460521	461735	-	1215	0	0	0
YER145C-A	chrV	462381	462818	-	438	0	0	0
YER146W	chrV	462580	462861	+	282	0	0	0
YER147C	chrV	462963	464837	-	1875	0	0	0
YER147C-A	chrV	465198	465608	-	411	0	0	0
YER148W	chrV	465298	466020	+	723	0	0	0
YER148W-A	chrV	466180	466758	+	579	0	0	0
YER149C	chrV	466203	467465	-	1263	0	0	0
YER150W	chrV	468365	468811	+	447	0	0	0
tV(AAC)E2	chrV	469452	469525	+	74	0	0	0
YER151C	chrV	469681	472419	-	2739	0	0	0
YER152C	chrV	472652	473983	-	1332	0	0	0
YER152W-A	chrV	473480	474046	+	567	0	0	0
YER153C	chrV	474036	474800	-	765	0	0	0
YER154W	chrV	475015	476223	+	1209	0	0	0
YER155C	chrV	476340	482843	-	6504	0	0	0
YER156C	chrV	483320	484336	-	1017	0	0	0
YER157W	chrV	484783	487188	+	2406	0	0	0
tE(UUC)E3	chrV	487326	487397	-	72	0	0	0
YER158C	chrV	488852	490573	-	1722	0	0	0
YER158W-A	chrV	491482	491697	+	216	0	0	0
YER159C	chrV	491525	491953	-	429	0	0	0
tR(ACG)E	chrV	492347	492419	-	73	0	0	0
YER160C	chrV;chrV	492851;496818	496816;498119	-;-	5268	0	0	0
YER159C-A	chrV	496797	498119	-	1323	0	0	0
YER161C	chrV	499342	500343	-	1002	0	0	0
YER162C	chrV	500625	502889	-	2265	0	0	0
YER163C	chrV	503079	503777	-	699	0	0	0
YER164W	chrV	505387	509793	+	4407	0	0	0
YER165W	chrV	510368	512101	+	1734	0	0	0
YER165C-A	chrV	512622	512978	-	357	0	0	0
YER166W	chrV	512739	517454	+	4716	0	0	0
YER167W	chrV	518211	520766	+	2556	0	0	0
YER168C	chrV	521024	522664	-	1641	0	0	0
YER169W	chrV	523364	525754	+	2391	0	0	0
YER170W	chrV	525969	526646	+	678	0	0	0
YER171W	chrV	527077	529413	+	2337	0	0	0
YER172C	chrV	529525	536016	-	6492	0	0	0
YER172C-A	chrV	536270	536650	-	381	0	0	0
YER173W	chrV	536295	538274	+	1980	0	0	0
YER174C	chrV	538429	539163	-	735	0	0	0
YER175C	chrV	539459	540358	-	900	0	0	0
YER175W-A	chrV	540645	540809	+	165	0	0	0
YER176W	chrV	541685	545050	+	3366	0	0	0
YER177W	chrV	545606	546409	+	804	0	0	0
YER178W	chrV	546812	548074	+	1263	0	0	0
YER179W	chrV;chrV	548416;548640	548547;549512	+;+	1005	0	0	0
YER180C	chrV	549719	550522	-	804	0	0	0
YER180C-A	chrV	550860	551117	-	258	0	0	0
tI(AAU)E2	chrV	551280	551353	-	74	0	0	0
YER181C	chrV	551468	551791	-	324	0	0	0
YER182W	chrV	552520	553254	+	735	0	0	0
YER183C	chrV	553329	553964	-	636	0	0	0
YER184C	chrV	556291	558675	-	2385	0	0	0
YER185W	chrV	559449	560360	+	912	0	0	0
YER186C	chrV	561700	562620	-	921	0	0	0
YER187W	chrV	566225	566650	+	426	0	0	0
YER188W	chrV	568035	568754	+	720	0	0	0
YER188C-A	chrV	569603	569902	-	300	0	0	0
YER189W	chrV	571150	571518	+	369	0	0	0
YER190W	chrV	571475	576520	+	5046	0	0	0
YER190C-A	chrV	574799	575374	-	576	0	0	0
YER190C-B	chrV	575675	576157	-	483	0	0	0
YFL068W	chrVI	53	535	+	483	0	0	0
YFL067W	chrVI	836	1363	+	528	0	0	0
YFL066C	chrVI	1437	2615	-	1179	0	0	0
YFL065C	chrVI	3030	3338	-	309	0	0	0
YFL064C	chrVI	3322	3846	-	525	0	0	0
YFL063W	chrVI	5066	5521	+	456	0	0	0
YFL062W	chrVI	6426	7565	+	1140	0	0	0
YFL061W	chrVI	9545	10222	+	678	0	0	0
YFL060C	chrVI	10301	10969	-	669	0	0	0
YFL059W	chrVI	11363	12259	+	897	0	0	0
YFL058W	chrVI	12929	13951	+	1023	0	0	0
YFL057C	chrVI	14305	14763	-	459	0	0	0
YFL056C	chrVI	14793	15431	-	639	0	0	0
YFL055W	chrVI	17004	18680	+	1677	0	0	0
YFL054C	chrVI	20847	22787	-	1941	0	0	0
YFL053W	chrVI	23423	25198	+	1776	0	0	0
YFL052W	chrVI	28232	29629	+	1398	0	0	0
YFL051C	chrVI	30058	30540	-	483	0	0	0
YFL050C	chrVI	33272	35848	-	2577	0	0	0
YFL049W	chrVI	36803	38674	+	1872	0	0	0
YFL048C	chrVI	38843	40180	-	1338	0	0	0
YFL047W	chrVI	40421	42565	+	2145	0	0	0
YFL046W	chrVI	42815	43438	+	624	0	0	0
YFL045C	chrVI	43628	44392	-	765	0	0	0
YFL044C	chrVI	44655	45560	-	906	0	0	0
YFL042C	chrVI	45720	47744	-	2025	0	0	0
YFL041W-A	chrVI	48734	48925	+	192	0	0	0
YFL041W	chrVI	49139	51007	+	1869	0	0	0
YFL040W	chrVI	51350	52972	+	1623	0	0	0
YFL039C	chrVI;chrVI	53260;54686	54377;54695	-;-	1128	0	0	0
YFL038C	chrVI	55365	55985	-	621	0	0	0
YFL037W	chrVI	56335	57708	+	1374	0	0	0
RUF21	chrVI	57814	58520	-	707	0	0	0
YFL036W	chrVI	58781	62836	+	4056	0	0	0
YFL034C-B	chrVI;chrVI	63015;63973	63858;63992	-;-	864	0	0	0
YFL034C-A	chrVI;chrVI	64242;64920	64598;64931	-;-	369	0	0	0
YFL034W	chrVI	65475	68696	+	3222	0	0	0
YFL033C	chrVI	69113	74425	-	5313	0	0	0
YFL032W	chrVI	74870	75190	+	321	0	0	0
YFL031W	chrVI;chrVI	75177;76090	75837;76145	+;+	717	0	0	0
YFL031C-A	chrVI	76012	76113	-	102	0	0	0
YFL030W	chrVI	76829	77986	+	1158	0	0	0
YFL029C	chrVI	78053	79159	-	1107	0	0	0
YFL028C	chrVI	79342	80211	-	870	0	0	0
YFL027C	chrVI	80417	81910	-	1494	0	0	0
YFL026W	chrVI	82578	83873	+	1296	0	0	0
YFL025C	chrVI	84143	87232	-	3090	0	0	0
YFL024C	chrVI	87845	90343	-	2499	0	0	0
YFL023W	chrVI	90984	93374	+	2391	0	0	0
YFL022C	chrVI	93497	95008	-	1512	0	0	0
YFL021C-A	chrVI	95759	96613	-	855	0	0	0
YFL021W	chrVI	95964	97496	+	1533	0	0	0
YFL020C	chrVI	99225	99593	-	369	0	0	0
YFL019C	chrVI	100246	100599	-	354	0	0	0
tP(UGG)F	chrVI;chrVI	101370;101437	101405;101472	+;+	72	0	0	0
YFL018C	chrVI	101622	103121	-	1500	0	0	0
YFL017W-A	chrVI	103693	103926	+	234	0	0	0
YFL017C	chrVI	103977	104456	-	480	0	0	0
YFL016C	chrVI	104695	106230	-	1536	0	0	0
YFL015W-A	chrVI	106409	106726	+	318	0	0	0
YFL015C	chrVI	106463	106957	-	495	0	0	0
YFL014W	chrVI	107250	107579	+	330	0	0	0
YFL013W-A	chrVI	107793	108596	+	804	0	0	0
YFL013C	chrVI	107846	109924	-	2079	0	0	0
YFL012W-A	chrVI	109804	110178	+	375	0	0	0
YFL012W	chrVI	110641	111087	+	447	0	0	0
YFL011W	chrVI	112339	113979	+	1641	0	0	0
YFL010W-A	chrVI	114984	115268	+	285	0	0	0
YFL010C	chrVI	115102	115737	-	636	0	0	0
YFL009W	chrVI	116139	118478	+	2340	0	0	0
YFL008W	chrVI	119424	123101	+	3678	0	0	0
YFL007W	chrVI	123474	129905	+	6432	0	0	0
YFL005W	chrVI	130329	130976	+	648	0	0	0
RUF20	chrVI	131056	131498	-	443	0	0	0
YFL004W	chrVI	131805	134291	+	2487	0	0	0
YFL003C	chrVI	134516	137152	-	2637	0	0	0
tN(GUU)F	chrVI	137481	137554	-	74	0	0	0
YFL002W-A	chrVI;chrVI	138199;139493	139491;143512	+;+	5313	0	0	0
YFL002W-B	chrVI	138199	139515	+	1317	0	0	0
YFL002C	chrVI	145109	146929	-	1821	0	0	0
YFL001W	chrVI	147126	148454	+	1329	0	0	0
YFR001W	chrVI	149105	149719	+	615	0	0	0
YFR002W	chrVI	150011	152530	+	2520	0	0	0
YFR003C	chrVI	152652	153119	-	468	0	0	0
YFR004W	chrVI	153388	154308	+	921	0	0	0
YFR005C	chrVI	154522	155868	-	1347	0	0	0
YFR006W	chrVI	156139	157746	+	1608	0	0	0
tF(GAA)F	chrVI;chrVI	157910;157965	157945;158001	-;-	73	0	0	0
YFR007W	chrVI	159293	160354	+	1062	0	0	0
YFR008W	chrVI	160529	161194	+	666	0	0	0
tG(GCC)F1	chrVI	162222	162292	+	71	0	0	0
YFR009W	chrVI	162482	164740	+	2259	0	0	0
YFR009W-A	chrVI	163869	164126	+	258	0	0	0
YFR010W	chrVI	165060	166559	+	1500	0	0	0
YFR010W-A	chrVI	166721	166909	+	189	0	0	0
YFR011C	chrVI	166739	167251	-	513	0	0	0
tY(GUA)F1	chrVI;chrVI	167430;167483	167468;167518	+;+	75	0	0	0
YFR012W	chrVI	167881	168489	+	609	0	0	0
YFR012W-A	chrVI	169216	169302	+	87	0	0	0
YFR013W	chrVI	169914	172277	+	2364	0	0	0
YFR014C	chrVI	172529	173869	-	1341	0	0	0
YFR015C	chrVI	174257	176383	-	2127	0	0	0
YFR016C	chrVI	177034	180735	-	3702	0	0	0
tG(GCC)F2	chrVI	180966	181036	-	71	0	0	0
YFR017C	chrVI	182262	182849	-	588	0	0	0
YFR018C	chrVI	183119	184210	-	1092	0	0	0
YFR019W	chrVI	184490	191326	+	6837	0	0	0
tS(GCU)F	chrVI;chrVI	191501;191565	191545;191601	-;-	82	0	0	0
YFR020W	chrVI	192726	193424	+	699	0	0	0
YFR021W	chrVI	194800	196302	+	1503	0	0	0
YFR022W	chrVI	196821	199022	+	2202	0	0	0
RUF22	chrVI	199287	199801	-	515	0	0	0
YFR023W	chrVI	199862	201697	+	1836	0	0	0
YFR024C-A	chrVI;chrVI	201948;203375	203280;203421	-;-	1380	0	0	0
YFR025C	chrVI	203731	204738	-	1008	0	0	0
tA(AGC)F	chrVI	204912	204984	-	73	0	0	0
YFR026C	chrVI	205736	206245	-	510	0	0	0
YFR027W	chrVI	207440	208285	+	846	0	0	0
YFR028C	chrVI	208401	210056	-	1656	0	0	0
tY(GUA)F2	chrVI;chrVI	210607;210657	210642;210695	-;-	75	0	0	0
YFR029W	chrVI	210925	212961	+	2037	0	0	0
YFR030W	chrVI	213300	216407	+	3108	0	0	0
YFR031C	chrVI	216582	220094	-	3513	0	0	0
YFR031C-A	chrVI;chrVI	220495;221403	221255;221406	-;-	765	0	0	0
RUF23	chrVI	221702	221955	+	254	0	0	0
YFR032C	chrVI	222078	222947	-	870	0	0	0
YFR032C-A	chrVI	223246	223425	-	180	0	0	0
YFR032C-B	chrVI	223698	223961	-	264	0	0	0
YFR033C	chrVI	224314	224757	-	444	0	0	0
YFR034C	chrVI	225008	225946	-	939	0	0	0
YFR034W-A	chrVI	226010	226297	+	288	0	0	0
YFR035C	chrVI	226109	226453	-	345	0	0	0
tK(CUU)F	chrVI	226676	226747	-	72	0	0	0
YFR036W	chrVI	226950	227324	+	375	0	0	0
YFR036W-A	chrVI	227438	228088	+	651	0	0	0
YFR037C	chrVI	227500	229173	-	1674	0	0	0
YFR038W	chrVI	229367	231928	+	2562	0	0	0
YFR039C	chrVI	231999	233531	-	1533	0	0	0
YFR040W	chrVI	234229	237237	+	3009	0	0	0
YFR041C	chrVI	237355	238242	-	888	0	0	0
YFR042W	chrVI	238445	239047	+	603	0	0	0
YFR043C	chrVI	239101	239814	-	714	0	0	0
YFR044C	chrVI	239979	241424	-	1446	0	0	0
YFR045W	chrVI;chrVI	241985;242069	241996;242986	+;+	930	0	0	0
YFR046C	chrVI	243061	244146	-	1086	0	0	0
YFR047C	chrVI	244266	245153	-	888	0	0	0
YFR048W	chrVI	246133	248121	+	1989	0	0	0
YFR049W	chrVI	248510	248881	+	372	0	0	0
YFR050C	chrVI	249053	249853	-	801	0	0	0
YFR051C	chrVI	250150	251790	-	1641	0	0	0
YFR052W	chrVI	252492	253316	+	825	0	0	0
YFR052C-A	chrVI	253416	253721	-	306	0	0	0
YFR053C	chrVI	253579	255036	-	1458	0	0	0
YFR054C	chrVI	258842	259420	-	579	0	0	0
YFR056C	chrVI	263944	264312	-	369	0	0	0
YFR055W	chrVI	264191	265213	+	1023	0	0	0
YFR057W	chrVI	269048	269503	+	456	0	0	0
YGL263W	chrVII	2790	3932	+	1143	0	0	0
YGL262W	chrVII	5312	5839	+	528	0	0	0
YGL261C	chrVII	6290	6652	-	363	0	0	0
YGL260W	chrVII	6860	7090	+	231	0	0	0
YGL259W	chrVII	8470	8967	+	498	0	0	0
YGL258W-A	chrVII	9162	9395	+	234	0	0	0
YGL258W	chrVII	11110	11730	+	621	0	0	0
YGL257C	chrVII	12481	14157	-	1677	0	0	0
YGL256W	chrVII	15159	16307	+	1149	0	0	0
YGL255W	chrVII	20978	22108	+	1131	0	0	0
YGL254W	chrVII	22304	23203	+	900	0	0	0
YGL253W	chrVII	23935	25395	+	1461	0	0	0
YGL252C	chrVII	25718	27484	-	1767	0	0	0
YGL251C	chrVII;chrVII	27921;31579	31426;31636	-;-	3564	0	0	0
YGL250W	chrVII	31910	32635	+	726	0	0	0
YGL249W	chrVII	33098	35212	+	2115	0	0	0
YGL248W	chrVII	35653	36762	+	1110	0	0	0
YGL247W	chrVII	36933	37526	+	594	0	0	0
YGL246C	chrVII	37617	38780	-	1164	0	0	0
YGL245W	chrVII	39023	41149	+	2127	0	0	0
YGL244W	chrVII	41498	43174	+	1677	0	0	0
YGL243W	chrVII	43307	44509	+	1203	0	0	0
YGL242C	chrVII	44652	45197	-	546	0	0	0
YGL241W	chrVII	45445	48459	+	3015	0	0	0
YGL240W	chrVII	48613	49365	+	753	0	0	0
YGL239C	chrVII	49431	49745	-	315	0	0	0
YGL238W	chrVII	49552	52434	+	2883	0	0	0
YGL237C	chrVII	52731	53528	-	798	0	0	0
YGL236C	chrVII	53787	55796	-	2010	0	0	0
YGL235W	chrVII	55279	55815	+	537	0	0	0
YGL234W	chrVII	56482	58890	+	2409	0	0	0
YGL233W	chrVII	59122	61854	+	2733	0	0	0
YGL232W	chrVII;chrVII	62075;62190	62131;63002	+;+	870	0	0	0
YGL231C	chrVII	63048	63620	-	573	0	0	0
YGL230C	chrVII	63772	64215	-	444	0	0	0
YGL229C	chrVII	64503	66959	-	2457	0	0	0
YGL228W	chrVII	67598	69331	+	1734	0	0	0
YGL227W	chrVII	69671	72547	+	2877	0	0	0
YGL226C-A	chrVII;chrVII	72748;73137	72987;73157	-;-	261	0	0	0
YGL226W	chrVII	73339	73710	+	372	0	0	0
tV(AAC)G3	chrVII	73828	73901	-	74	0	0	0
YGL225W	chrVII	76893	77906	+	1014	0	0	0
YGL224C	chrVII	78014	78856	-	843	0	0	0
YGL223C	chrVII	79111	80364	-	1254	0	0	0
YGL222C	chrVII	80658	81185	-	528	0	0	0
YGL221C	chrVII	81425	82291	-	867	0	0	0
YGL220W	chrVII	82373	82735	+	363	0	0	0
YGL219C	chrVII	82877	84256	-	1380	0	0	0
YGL218W	chrVII	83649	84299	+	651	0	0	0
YGL217C	chrVII	84838	85179	-	342	0	0	0
YGL216W	chrVII	84884	87301	+	2418	0	0	0
YGL215W	chrVII	87980	89338	+	1359	0	0	0
YGL214W	chrVII	90011	90499	+	489	0	0	0
YGL213C	chrVII	90058	91251	-	1194	0	0	0
YGL212W	chrVII	91436	92386	+	951	0	0	0
YGL211W	chrVII	92516	93595	+	1080	0	0	0
YGL210W	chrVII	93797	94465	+	669	0	0	0
YGL209W	chrVII	95862	97010	+	1149	0	0	0
YGL208W	chrVII	97342	98589	+	1248	0	0	0
YGL207W	chrVII	98973	102080	+	3108	0	0	0
YGL206C	chrVII	102547	107508	-	4962	0	0	0
YGL205W	chrVII	108162	110408	+	2247	0	0	0
tH(GUG)G1	chrVII	110629	110700	-	72	0	0	0
YGL204C	chrVII	111704	112009	-	306	0	0	0
YGL203C	chrVII	112479	114668	-	2190	0	0	0
tK(UUU)G1	chrVII;chrVII	115492;115552	115528;115587	+;+	73	0	0	0
YGL202W	chrVII	116063	117565	+	1503	0	0	0
YGL201C	chrVII	117858	120911	-	3054	0	0	0
tK(CUU)G1	chrVII	122273	122345	+	73	0	0	0
YGL200C	chrVII	122699	123310	-	612	0	0	0
YGL199C	chrVII	123577	124047	-	471	0	0	0
YGL198W	chrVII	123596	124303	+	708	0	0	0
YGL197W	chrVII	124703	129166	+	4464	0	0	0
YGL196W	chrVII	129888	131174	+	1287	0	0	0
YGL195W	chrVII	131531	139549	+	8019	0	0	0
YGL194C-A	chrVII	139725	139967	-	243	0	0	0
YGL194C	chrVII	140374	141732	-	1359	0	0	0
YGL193C	chrVII	141922	142233	-	312	0	0	0
YGL192W	chrVII	142252	144054	+	1803	0	0	0
YGL191W	chrVII	144814	145203	+	390	0	0	0
YGL190C	chrVII	145815	147395	-	1581	0	0	0
YGL189C	chrVII	148235	148594	-	360	0	0	0
YGL188C-A	chrVII	148830	148970	-	141	0	0	0
YGL188C	chrVII	149349	149522	-	174	0	0	0
YGL187C	chrVII	149710	150177	-	468	0	0	0
YGL186C	chrVII	151043	152782	-	1740	0	0	0
YGL185C	chrVII	153173	154312	-	1140	0	0	0
YGL184C	chrVII	154621	156018	-	1398	0	0	0
YGL183C	chrVII;chrVII	156549;157289	157205;157291	-;-	660	0	0	0
YGL182C	chrVII	157279	157602	-	324	0	0	0
YGL181W	chrVII	157912	159102	+	1191	0	0	0
YGL180W	chrVII	160071	162764	+	2694	0	0	0
YGL179C	chrVII	163415	165097	-	1683	0	0	0
YGL178W	chrVII;chrVII	167358;168001	167360;170577	+;+	2580	0	0	0
YGL177W	chrVII	167565	167912	+	348	0	0	0
YGL176C	chrVII	171421	173085	-	1665	0	0	0
YGL175C	chrVII	173291	174328	-	1038	0	0	0
YGL174W	chrVII	174551	175351	+	801	0	0	0
YGL173C	chrVII	175533	180119	-	4587	0	0	0
YGL172W	chrVII	180706	182124	+	1419	0	0	0
YGL171W	chrVII	182396	184090	+	1695	0	0	0
YGL170C	chrVII	184159	185400	-	1242	0	0	0
tK(CUU)G2	chrVII	185720	185792	-	73	0	0	0
YGL169W	chrVII	186065	187345	+	1281	0	0	0
YGL168W	chrVII	187470	187802	+	333	0	0	0
YGL167C	chrVII	187622	190474	-	2853	0	0	0
YGL166W	chrVII	191135	191812	+	678	0	0	0
YGL165C	chrVII	191404	191982	-	579	0	0	0
YGL164C	chrVII	191984	193306	-	1323	0	0	0
YGL163C	chrVII	193713	196409	-	2697	0	0	0
YGL162W	chrVII	198144	199043	+	900	0	0	0
YGL161C	chrVII	199216	200148	-	933	0	0	0
YGL160W	chrVII	200567	202279	+	1713	0	0	0
YGL159W	chrVII	202727	203839	+	1113	0	0	0
tL(CAA)G1	chrVII;chrVII	205527;205597	205564;205640	+;+	82	0	0	0
YGL158W	chrVII	207038	208576	+	1539	0	0	0
YGL157W	chrVII	209011	210054	+	1044	0	0	0
YGL156W	chrVII	210421	213672	+	3252	0	0	0
YGL155W	chrVII	214086	215216	+	1131	0	0	0
YGL154C	chrVII	215283	216101	-	819	0	0	0
YGL153W	chrVII	216278	217303	+	1026	0	0	0
YGL152C	chrVII	216697	217374	-	678	0	0	0
YGL151W	chrVII	217529	220927	+	3399	0	0	0
YGL150C	chrVII	221109	225578	-	4470	0	0	0
YGL149W	chrVII	225577	225882	+	306	0	0	0
YGL148W	chrVII	226404	227534	+	1131	0	0	0
YGL147C	chrVII	227759	228334	-	576	0	0	0
YGL146C	chrVII	228756	229691	-	936	0	0	0
YGL145W	chrVII	230248	232353	+	2106	0	0	0
YGL144C	chrVII	232455	234512	-	2058	0	0	0
YGL143C	chrVII	234722	235963	-	1242	0	0	0
YGL142C	chrVII	236274	238124	-	1851	0	0	0
YGL141W	chrVII	238358	241090	+	2733	0	0	0
YGL140C	chrVII	241358	245017	-	3660	0	0	0
YGL139W	chrVII	245721	248129	+	2409	0	0	0
YGL138C	chrVII	248499	249536	-	1038	0	0	0
YGL137W	chrVII;chrVII	249874;250092	249891;252743	+;+	2670	0	0	0
YGL136C	chrVII	252902	253864	-	963	0	0	0
YGL135W	chrVII	254646	255299	+	654	0	0	0
YGL134W	chrVII	255668	256969	+	1302	0	0	0
YGL133W	chrVII	257712	261506	+	3795	0	0	0
YGL132W	chrVII	261585	261920	+	336	0	0	0
YGL131C	chrVII	261653	265864	-	4212	0	0	0
YGL130W	chrVII	266150	267529	+	1380	0	0	0
YGL129C	chrVII	267728	269194	-	1467	0	0	0
YGL128C	chrVII	269299	270150	-	852	0	0	0
YGL127C	chrVII	270398	270781	-	384	0	0	0
YGL126W	chrVII	271003	272145	+	1143	0	0	0
YGL125W	chrVII	272526	274328	+	1803	0	0	0
YGL124C	chrVII	274786	276720	-	1935	0	0	0
YGL123W	chrVII	277623	278387	+	765	0	0	0
YGL123C-A	chrVII	277640	277870	-	231	0	0	0
YGL122C	chrVII	278952	280529	-	1578	0	0	0
YGL121C	chrVII	280783	281163	-	381	0	0	0
YGL120C	chrVII	281640	283943	-	2304	0	0	0
YGL119W	chrVII	284448	285953	+	1506	0	0	0
tW(CCA)G1	chrVII;chrVII	287356;287426	287391;287461	-;-	72	0	0	0
YGL118C	chrVII	288020	288457	-	438	0	0	0
YGL117W	chrVII	288518	289315	+	798	0	0	0
YGL116W	chrVII	289812	291644	+	1833	0	0	0
YGL115W	chrVII	292036	293004	+	969	0	0	0
YGL114W	chrVII	293463	295640	+	2178	0	0	0
YGL113W	chrVII	295935	297941	+	2007	0	0	0
YGL112C	chrVII	298181	299731	-	1551	0	0	0
YGL111W	chrVII	299981	301372	+	1392	0	0	0
YGL110C	chrVII	301540	303414	-	1875	0	0	0
YGL109W	chrVII	303516	303839	+	324	0	0	0
YGL108C	chrVII	303652	304074	-	423	0	0	0
YGL107C	chrVII	304336	306276	-	1941	0	0	0
YGL106W	chrVII	306563	307012	+	450	0	0	0
